,Product Title,Product MRP,Discounted Price,Product Image URL,Product URL,Product Rating,Rating Count
10,Women Cropped T-shirt,No MRP found,No discounted price found,fl_progressive/assets/images/27427684/2024/4/5/85843e16-46fc-48a6-b6a3-0ac4bc34bb231712302443696HMShortSleevesCroppedT-shirt1.jpg,https://www.myntra.comtshirts/h%26m/hm-women-cropped-t-shirt/27427684/buy,4.2|2.5k,|2.5k
11,Lounge T-shirt,No MRP found,No discounted price found,No image found,https://www.myntra.comlounge-tshirts/enamor/enamor-women-black-slim-fit-crew-round-neck-t-shirt/5661654/buy,4.4|242,|242
12,Infants Boys Jersey  Tshirts,No MRP found,No discounted price found,No image found,https://www.myntra.comtshirts/h%26m/-hm-infants-boys-cotton-jersey--tshirts/30295106/buy,4.6|29,|29
13,Men Cotton Polo Collar T-shirt,No MRP found,No discounted price found,No image found,https://www.myntra.comtshirts/marks+%26+spencer/marks--spencer-men-navy-blue-pure-cotton-polo-collar-t-shirt/19433356/buy,4.3|162,|162
14,Women Oversized se T-shirt,Rs.849,Rs.499,No image found,https://www.myntra.comtshirts/bewakoof/bewakoof-women-black-oversized-t-shirt/19041972/buy,4.4|1.5k,|1.5k
15,Polo Collar Lounge Tshirts,No MRP found,No discounted price found,No image found,https://www.myntra.comlounge-tshirts/lux+cozi/lux-cozi-polo-collar-lounge-tshirts/28138200/buy,4.1|2.1k,|2.1k
16,Women High Neck Cotton T-shirt,Rs.1499,Rs.824,No image found,https://www.myntra.comtshirts/trendyol/trendyol-women-high-neck-drop-shoulder-sleeves-cotton-t-shirt/21510058/buy,4|135,|135
17,Unisex Bio Finish Applique T-shirt,No MRP found,No discounted price found,No image found,https://www.myntra.comtshirts/bollywoo.ooo/bollywooooo-unisex-bio-finish-applique-t-shirt/30587090/buy,No rating found,No rating count found
18,Relaxed Fit T-shirt,No MRP found,No discounted price found,No image found,https://www.myntra.comlounge-tshirts/jockey/jockey-solid-round-neck-full-sleeve-relaxed-fit-t-shirt/11862830/buy,4.4|136,|136
19,Polo Collar Cotton T-shirt,Rs.799,Rs.719,No image found,https://www.myntra.comtshirts/classic+polo/classic-polo-collar-cotton-casual-t-shirt/26373288/buy,4.4|55,|55
20,Men Graphic Slim Fit T-Shirt,Rs.1499,Rs.779,No image found,https://www.myntra.comtshirts/puma/puma-men-black-graphic-slim-fit-t-shirt/15684088/buy,4.3|7.3k,|7.3k
21,Printed Cotton Pure Cotton T-shirt,Rs.799,Rs.343,No image found,https://www.myntra.comtshirts/roadster/roadster-men-black-printed-cotton-pure-cotton-t-shirt/8938905/buy,4.2|15k,|15k
22,Boys Waffled Polo Shirt,No MRP found,No discounted price found,No image found,https://www.myntra.comtshirts/h%26m/-hm-boys-waffled-polo-shirt/30460267/buy,No rating found,No rating count found
23,Oversized Training  T-shirt,No MRP found,No discounted price found,No image found,https://www.myntra.comtshirts/hrx+by+hrithik+roshan/hrx-by-hrithik-roshan-drop-shoulder-sleeves-oversized-training-t-shirt/29865415/buy,4.3|408,|408
24,Kids Printed Cotton Tshirts,Rs.999,Rs.499,No image found,https://www.myntra.comtshirts/puma/puma-kids-printed-cotton-crew-neck-tshirts/26230356/buy,4.7|14,|14
25,Men Gamor Regular Fit Polo,Rs.3499,Rs.1749,No image found,https://www.myntra.comtshirts/rare+rabbit/rare-rabbit-men-gamor-polo-collar-short-sleeves-t-shirt/29318802/buy,4.2|62,|62
26,Women Crew Neck Lounge T-shirt,No MRP found,No discounted price found,No image found,https://www.myntra.comlounge-tshirts/van+heusen/van-heusen-women-crew-neck-short-sleeve-lounge-t-shirt/12826072/buy,4.4|615,|615
27,Pure Cotton T-shirt,Rs.599,Rs.215,No image found,https://www.myntra.comtshirts/roadster/roadster-women-black-pure-cotton-t-shirt/2439138/buy,4.2|19.6k,|19.6k
28,Solid Mandarin Collar T-shirt,Rs.1199,Rs.527,No image found,https://www.myntra.comtshirts/campus+sutra/campus-sutra-women-turquoise-blue-solid-mandarin-collar-t-shirt/6940825/buy,4|759,|759
29,Solid Polo Collar T-shirt,No MRP found,No discounted price found,No image found,https://www.myntra.comtshirts/max/max-men-black-solid-polo-collar-t-shirt/12910748/buy,4.3|2.4k,|2.4k
30,Girls Logo T-shirt,Rs.699,Rs.419,No image found,https://www.myntra.comtshirts/puma/puma-girls-black-essentials-logo-t-shirt/17517232/buy,4.4|958,|958
31,Men T-shirt,Rs.2499,Rs.999,No image found,https://www.myntra.comtshirts/marks+%26+spencer/marks--spencer-men-t-shirt/21306674/buy,4|38,|38
32,Women Colourblocked T-shirt,Rs.1499,Rs.539,No image found,https://www.myntra.comtshirts/roadster/the-roadster-lifestyle-co-women-red--black-colourblocked-t-shirt/13321954/buy,4.1|366,|366
33,Women Pack of 2 Printed Pure Cotton Lounge Tshirts,Rs.1998,Rs.599,No image found,https://www.myntra.comlounge-tshirts/kryptic/kryptic-women-pack-of-2-pink-and-blue-printed-pure-cotton-lounge-tshirts/18689534/buy,4.3|31,|31
34,Striped Cotton T-shirt,Rs.2599,Rs.1689,No image found,https://www.myntra.comtshirts/the+bear+house/the-bear-house-men-striped-regular-fit-cotton-polo-collar-t-shirt/28120392/buy,4.5|84,|84
35,V-Neck Lounge Tshirts,No MRP found,No discounted price found,No image found,https://www.myntra.comlounge-tshirts/dreamz+by+pantaloons/dreamz-by-pantaloons-v-neck-lounge-tshirts/28652118/buy,4.6|30,|30
36,Polo Collar Lounge Tshirts,No MRP found,No discounted price found,No image found,https://www.myntra.comlounge-tshirts/lux+cozi/lux-cozi-polo-collar-lounge-tshirts/28138216/buy,4.2|491,|491
37,Pure Cotton Oversized T-shirt,No MRP found,No discounted price found,No image found,https://www.myntra.comtshirts/h%26m/hm-pure-cotton-oversized-t-shirt/28419042/buy,4.2|316,|316
38,Pure Cotton Lounge Tshirts,Rs.999,Rs.499,No image found,https://www.myntra.comlounge-tshirts/kanvin/kanvin-printed-pure-cotton-lounge-tshirts/30206029/buy,No rating found,No rating count found
39,Pure Cotton Lounge Tshirts,No MRP found,No discounted price found,No image found,https://www.myntra.comlounge-tshirts/dreamz+by+pantaloons/dreamz-by-pantaloons-women-printed-v-neck-short-sleeves-pure-cotton-lounge-tshirts/30305641/buy,No rating found,No rating count found
40,Motif Detail Cotton T-shirt,Rs.799,Rs.599,No image found,https://www.myntra.comtshirts/h%26m/hm-boys-motif-detail-cotton-t-shirt/28468408/buy,4.6|58,|58
41,Rapid Dry Round Neck T-shirt,Rs.899,Rs.224,No image found,https://www.myntra.comtshirts/hrx+by+hrithik+roshan/hrx-by-hrithik-roshan-men-black-advanced-rapid-dry-round-neck-t-shirt/2314419/buy,4.4|4.2k,|4.2k
42,Men Batman Printed T-shirt,Rs.1299,Rs.599,No image found,https://www.myntra.comtshirts/bewakoof/bewakoof-men-black--grey-batman-printed-t-shirt/14659046/buy,4.3|1.5k,|1.5k
43,Double Cool Slim Fit T-shirt,No MRP found,No discounted price found,No image found,https://www.myntra.comtshirts/technosport/technosport-ss24-geometric-printed-raglan-sleeves-double-cool-slim-fit-t-shirt/29243814/buy,4.3|189,|189
44,Printed Pure Cotton T-shirt,Rs.899,Rs.404,No image found,https://www.myntra.comtshirts/here%26now/herenow-typography-printed-pure-cotton-t-shirt/25026874/buy,4.2|178,|178
45,Unisex Printed Tshirt,Rs.1499,Rs.799,No image found,https://www.myntra.comtshirts/aero+armour/aero-armour-unisex-printed-round-neck-cotton-tshirt/30256649/buy,No rating found,No rating count found
46,Printed Pure Cotton T-Shirt,No MRP found,No discounted price found,No image found,https://www.myntra.comtshirts/h%26m/-hm-printed-pure-cotton-t-shirt/30245617/buy,4.1|147,|147
47,Women Polo Collar T-shirt,Rs.799,Rs.375,No image found,https://www.myntra.comtshirts/roadster/roadster-women-solid-regular-fit-polo-collar-t-shirt/25793698/buy,4.4|34,|34
